ticker,S,T,K,pdf,cdf
NVDA,201.67999267578125,0.16712328767123288,147.69151331675255,0.002303641319491583,0.0
NVDA,201.67999267578125,0.16712328767123288,147.94744997265775,0.002311398975668158,0.0005905789900054712
NVDA,201.67999267578125,0.16712328767123288,148.20338662856295,0.0023264513928124156,0.0011840769469542854
NVDA,201.67999267578125,0.16712328767123288,148.45932328446818,0.0023479539822498577,0.001782252786973723
NVDA,201.67999267578125,0.16712328767123288,148.7152599403734,0.0023748195943269746,0.002386618224866986
NVDA,201.67999267578125,0.16712328767123288,148.9711965962786,0.0024058781937967635,0.00299839612725988
NVDA,201.67999267578125,0.16712328767123288,149.2271332521838,0.0024400193412954805,0.0036185175322552663
NVDA,201.67999267578125,0.16712328767123288,149.483069908089,0.0024762913958662554,0.004247649596985274
NVDA,201.67999267578125,0.16712328767123288,149.73900656399422,0.002513948555743701,0.004886242259675141
NVDA,201.67999267578125,0.16712328767123288,149.99494321989943,0.0025524522785782093,0.005534581103180979
NVDA,201.67999267578125,0.16712328767123288,150.25087987580463,0.0025914425161677078,0.006192836719228702
NVDA,201.67999267578125,0.16712328767123288,150.50681653170983,0.0026306956762885587,0.006861105012054751
NVDA,201.67999267578125,0.16712328767123288,150.76275318761503,0.0026700825130039274,0.0075394367337861265
NVDA,201.67999267578125,0.16712328767123288,151.01868984352024,0.002709533449226237,0.008227857193499844
NVDA,201.67999267578125,0.16712328767123288,151.27462649942547,0.002749013744873506,0.008926378350979229
NVDA,201.67999267578125,0.16712328767123288,151.53056315533067,0.0027885076914747134,0.009635005710190396
NVDA,201.67999267578125,0.16712328767123288,151.78649981123587,0.0028280096521333233,0.010353742043568703
NVDA,201.67999267578125,0.16712328767123288,152.04243646714107,0.002867519204180004,0.01108258934811691
NVDA,201.67999267578125,0.16712328767123288,152.29837312304628,0.002907040329957634,0.011821550076363256
NVDA,201.67999267578125,0.16712328767123288,152.5543097789515,0.002946581676791765,0.01257062829703361
NVDA,201.67999267578125,0.16712328767123288,152.8102464348567,0.002986156503076984,0.013329830882091971
NVDA,201.67999267578125,0.16712328767123288,153.0661830907619,0.0030257839275124,0.014099168846745138
NVDA,201.67999267578125,0.16712328767123288,153.3221197466671,0.0030654898818383907,0.01487865897122923
NVDA,201.67999267578125,0.16712328767123288,153.57805640257232,0.0031053074542765737,0.015668325588466227
NVDA,201.67999267578125,0.16712328767123288,153.83399305847752,0.0031452763702421948,0.01646820234921747
NVDA,201.67999267578125,0.16712328767123288,154.08992971438275,0.003185441518285893,0.01727833373215212
NVDA,201.67999267578125,0.16712328767123288,154.34586637028795,0.003225850656448652,0.018098776071768494
NVDA,201.67999267578125,0.16712328767123288,154.60180302619315,0.003266551653945682,0.018929597939825262
NVDA,201.67999267578125,0.16712328767123288,154.85773968209836,0.0033075897540827807,0.019770879823534628
NVDA,201.67999267578125,0.16712328767123288,155.11367633800356,0.0033490053352957247,0.02062271316697989
NVDA,201.67999267578125,0.16712328767123288,155.3696129939088,0.0033908325023097804,0.021485198945730036
NVDA,201.67999267578125,0.16712328767123288,155.625549649814,0.0034330986159030485,0.022358446000991457
NVDA,201.67999267578125,0.16712328767123288,155.8814863057192,0.003475824649586449,0.023242569359228974
NVDA,201.67999267578125,0.16712328767123288,156.1374229616244,0.0035190261136182825,0.02413768871567426
NVDA,201.67999267578125,0.16712328767123288,156.3933596175296,0.0035627142407779777,0.02504392718782081
NVDA,201.67999267578125,0.16712328767123288,156.64929627343483,0.00360689717113394,0.025961410372273168
NVDA,201.67999267578125,0.16712328767123288,156.90523292934003,0.003651580965078197,0.026890265682844746
NVDA,201.67999267578125,0.16712328767123288,157.16116958524523,0.0036967703721594316,0.02783062191667931
NVDA,201.67999267578125,0.16712328767123288,157.41710624115044,0.0037424693583530287,0.02878260898623155
NVDA,201.67999267578125,0.16712328767123288,157.67304289705564,0.0037886814359957386,0.029746357760943264
NVDA,201.67999267578125,0.16712328767123288,157.92897955296087,0.0038354098530452704,0.030721999975359942
NVDA,201.67999267578125,0.16712328767123288,158.18491620886607,0.0038826576925842494,0.03170966817419939
NVDA,201.67999267578125,0.16712328767123288,158.44085286477127,0.0039304279203448604,0.03270949567623645
NVDA,201.67999267578125,0.16712328767123288,158.69678952067648,0.003978723401392624,0.0337216165464033
NVDA,201.67999267578125,0.16712328767123288,158.95272617658168,0.0040275469097080215,0.0347461655712514
NVDA,201.67999267578125,0.16712328767123288,159.20866283248688,0.004076901131015504,0.035783278236001526
NVDA,201.67999267578125,0.16712328767123288,159.4645994883921,0.004126788659070814,0.03683309070148082
NVDA,201.67999267578125,0.16712328767123288,159.7205361442973,0.0041772119918864125,0.03789573978010113
NVDA,201.67999267578125,0.16712328767123288,159.97647280020252,0.004228173527895914,0.03897136291086468
NVDA,201.67999267578125,0.16712328767123288,160.23240945610772,0.004279675562058491,0.040060098133379206
NVDA,201.67999267578125,0.16712328767123288,160.48834611201292,0.004331720281904333,0.04116208406086911
NVDA,201.67999267578125,0.16712328767123288,160.74428276791815,0.004384309763522337,0.04227745985216712
NVDA,201.67999267578125,0.16712328767123288,161.00021942382335,0.0044374459674913005,0.04340636518267121
NVDA,201.67999267578125,0.16712328767123288,161.25615607972856,0.00449113073475604,0.044548940214254346
NVDA,201.67999267578125,0.16712328767123288,161.51209273563376,0.004545365782449907,0.045705325564110694
NVDA,201.67999267578125,0.16712328767123288,161.76802939153896,0.004600152699665339,0.04687566227252659
NVDA,201.67999267578125,0.16712328767123288,162.02396604744416,0.004655492943174168,0.04806009176956254
NVDA,201.67999267578125,0.16712328767123288,162.2799027033494,0.004711387833099546,0.04925875584063378
NVDA,201.67999267578125,0.16712328767123288,162.5358393592546,0.004767838548541454,0.050471796590976566
NVDA,201.67999267578125,0.16712328767123288,162.7917760151598,0.004824846123157893,0.051699356408990475
NVDA,201.67999267578125,0.16712328767123288,163.047712671065,0.004882411440703991,0.052941577928443125
NVDA,201.67999267578125,0.16712328767123288,163.3036493269702,0.004940535230531351,0.05419860398952868
NVDA,201.67999267578125,0.16712328767123288,163.55958598287543,0.004999218063050153,0.05547057759876981
NVDA,201.67999267578125,0.16712328767123288,163.81552263878064,0.005058460345156608,0.05675764188775301
NVDA,201.67999267578125,0.16712328767123288,164.07145929468584,0.0051182623156285,0.05805994007069103
NVDA,201.67999267578125,0.16712328767123288,164.32739595059104,0.005178624040491723,0.059377615400801685
NVDA,201.67999267578125,0.16712328767123288,164.58333260649624,0.005239545408360818,0.06071081112549822
