NVDA,PLTR,MSFT,STX,GOOGL
173.76600915396983,141.44294257724573,381.24276280546326,490.6121367475147,376.1881259738039
189.3889665965922,133.1845737095893,404.5947506917434,538.280787163679,365.7363501815977
179.6279344700463,154.31862156979065,404.30260080434084,676.606318139697,333.9073381977583
189.3137210643654,125.70764393079695,427.7204048714836,460.47299852812785,351.91957616227774
221.8167466479967,198.69944478588386,478.73830637619204,480.89634714875615,429.3178850832439
194.84794241151704,142.31148767855365,354.67114920493617,339.54579581092986,297.2458497708122
215.2514479794449,105.6415870663163,443.86954414970677,440.5930637398664,297.9169172105436
203.22258964629813,159.3263890525298,389.87900292621725,435.8582666161753,376.85144112483863
186.9654353334457,139.90542258199054,415.580257754619,457.40675193713736,308.3251857222446
223.67802109769417,123.68950253957819,437.84924624546676,530.9814490779478,405.4077896498839
189.36757969773632,112.10269456994752,337.9329559786547,496.4148475269319,267.3582478485917
205.2889196442889,160.73196684133706,413.64535423508755,487.20398409432363,382.1873346009302
152.58193017444967,145.11789625406766,390.5677049581355,588.5183237373977,352.52835033783606
197.18131339797318,139.46325653548314,415.96550321297286,395.6637504385052,403.578413403314
218.52986992473458,155.78134101977676,449.4975312854595,557.9975009061533,327.2920893125569
157.79790573180426,156.86964372453843,341.8711381516913,421.3742676170857,327.99841080532394
208.24617534281813,132.97418047084804,439.7257881994489,630.9672746551809,296.10441542732735
237.8113958738557,121.7043198577094,358.3543604287506,377.317680707112,342.13720723104035
190.93897418482416,111.20588495761433,398.64584760129713,391.4466032389658,287.0578568261516
236.6969843069175,135.65016067952993,428.96704921475316,444.58832242505775,323.0227302609277
196.50244108091175,142.15877599646677,488.02335353482715,458.6418966971115,371.6808125730438
211.36050144874952,110.43064900190556,421.7451713106647,499.39210006018044,339.4782441145463
209.20314634070928,158.9082068482133,398.281066537083,625.7561700543846,338.08570043612957
212.82335656821988,96.67042942833957,347.9684771089484,330.92957589925834,294.27277339572316
178.42655228088967,128.654387291176,405.646234884674,504.51624058719335,315.72291971260154
275.1699073419112,208.1565386387274,545.8927397938198,872.6183691465518,444.0655888225357
249.23065146348378,146.7664619729353,426.05947815140195,392.6069781932781,391.58677965629
192.63952989359802,159.20553258301024,446.7468607919569,674.1321363727903,298.6961719370503
195.14149133313825,136.82821084319585,431.35468482371436,469.60944730908085,284.3360609397122
210.70153111721706,133.69408868416954,475.5627637503445,634.8138127956396,321.8621839334465
207.17089485520512,113.17552865582795,347.9003855527994,569.4208568300867,365.60163562177405
193.86322601117723,132.15523860988506,442.9449182898182,623.9208792240861,361.6109607749248
212.77543727682908,187.287573954853,469.877475419678,508.87119972252304,369.88946577716706
219.12905718142625,186.65339199661454,418.8554735794731,439.41840512191357,280.86793279481026
262.2417413351565,171.59048561274366,485.06553236363743,565.4869793932725,377.36210934443346
250.8916009983135,216.30562977563457,501.92536835101026,697.9676884206098,374.4865402070101
181.4294622087792,119.46073645889489,355.9265020168524,525.2413923643716,369.2085291954591
206.9626594992879,184.51881738671398,471.4900969906008,870.5262819771378,313.33646658776036
157.29184709385837,166.04904621143712,353.335633770364,342.61598563507454,286.4164267807635
189.10594466524512,181.51417104747446,435.4498430046449,530.1378812961331,339.4951789975989
220.29317406552732,149.3555032434975,381.06132954220607,565.5419538143585,387.4744341286487
179.63438880802644,136.95936808594368,350.07150281442784,341.4233633444991,272.86775571038913
167.0078426895177,95.92202570167508,371.2239246113781,447.00233506322115,265.14752675662425
192.40840640228117,158.25379623523352,422.7817961406308,537.2393856177836,341.07170532204924
197.20266050660754,147.4039748180551,445.6811921510692,827.6902130362499,357.9165230353993
155.1010699288833,108.19294820301471,392.7103107257338,372.9202464359276,300.41580745767226
179.23142856349563,128.8566351948681,406.76111579215166,735.3282804645937,289.5625041791189
168.30020399645312,152.24476273763955,512.2895851432003,348.92660262047457,352.4253389044325
215.0223901116893,198.1355040612187,442.62309340239966,711.175368188039,400.644062283904
275.07658944840466,119.26322801438378,446.95139728070984,729.0943788021856,345.7736028548301
168.12055706765307,109.90662043867036,526.0454433060856,762.5333119804412,346.1605371042147
241.94803507396827,186.4530830162457,486.99863246148925,679.6612543914496,316.26489203610294
191.64668519699129,195.33712585384336,449.0954092627827,430.0683929777362,330.0702295903634
185.64673946241237,160.70884868890388,471.3928986448656,609.3074613611433,392.05677063732026
241.29850889974378,172.97690152258946,425.17105599488326,344.949515649809,332.12010008121
168.94524836808887,101.50095521302259,338.5795133674904,570.9512495219598,275.1668502785234
189.87791849818916,172.20307085672994,448.88348477208785,595.873594998472,351.8859029139205
197.86618355182003,147.70419025956647,464.9000679814039,573.2666011140116,316.19950054696034
193.97914995374205,137.02039312709084,442.69845209035776,568.8975201347366,331.0181716663217
184.63623337359527,187.76310846166615,453.5379500610218,586.4134971749894,324.4205484774947
226.18767370149982,179.500657123774,444.0849720296266,512.1325070849963,371.14647747573173
214.0385434590705,134.93021158641986,427.7464603518753,609.6649908213727,337.3751460479113
182.4217645756249,181.30514253928123,425.33619779772323,612.1685805213249,323.4114808711098
217.7316728466043,130.4095695267042,448.90676461637065,614.6666442970378,347.83923186008843
207.0189509986906,119.3243832511991,458.65490310656145,538.8897702441816,344.1397994996311
207.13971810191418,149.62859494591254,437.4707112461892,511.07009604233997,360.1062873629575
213.9229242164708,133.06919338944,454.0546921559285,559.0350047951123,360.7136843116361
203.1676187506877,121.0949995691611,414.1916294256809,479.5255895576126,329.1307808031571
177.76676116724053,159.67447430561504,381.8726575489867,621.0913048763722,323.91348980465744
222.2832796896391,173.66494122473003,420.0033989519746,477.56482905268126,334.54766395402874
225.77398524499017,156.92953219812046,511.42938507827955,616.3201843232221,352.6726827203945
192.572523632262,128.03118508813785,419.39725819091484,493.6311950018188,353.2114812942684
241.22015780956013,133.38581404922718,479.1490872551076,440.07421695755914,338.2671989002853
214.97548504689436,153.40885698382297,404.1542554617141,464.0293770143904,364.57967197467866
256.25401489761526,189.40770856616115,448.3498949720125,814.825704740705,350.765876760211
201.36836174943952,181.53597419435033,469.9875659556574,541.7093504437987,371.37304043694894
215.83537117419934,226.9008466201978,487.4103921755117,709.2007065506141,352.51496430617686
201.6054435329872,124.47797469792927,437.8579152626482,680.8588933365613,340.18903227345095
192.29645111938433,121.07462994631068,412.1693791326562,456.49404961655557,358.50184444536575
154.0543142027772,120.02422617666122,397.26937521753234,387.68358541141225,314.98693874395593
230.59187986199387,142.65305413948943,409.7409716065123,436.5790636341946,356.0555283312387
187.8949761715126,143.08439257180132,413.9107274269622,547.9069664209571,333.48856763364864
219.14639503797983,175.20054891957352,480.14778633183437,432.21029230217937,336.79598296272786
187.50872746478396,127.50818028420686,392.33704759282443,595.3407091608352,368.8125416302362
159.09170074428835,131.85012021434122,397.0874254258443,358.43674872615844,288.283831389846
237.895073914191,158.44720073684988,451.0718575483132,753.8217931583553,358.2413328848859
211.2802514337006,139.44754793646888,428.23556305389155,754.5078881686026,373.2653235437538
185.4993462556118,169.10560524940269,446.55618303644536,632.5464536980968,302.6934954746449
240.01723897415124,145.79398178300178,423.1851673218106,526.7972382786625,376.63634148176754
202.01255576259905,160.46258852222897,431.69404524559286,546.8206320549541,322.1624088487033
192.72808935700655,151.99816673242688,357.35450860245555,349.7991754019879,345.83363307030544
220.79559793195847,215.15798371174463,454.7328367208153,829.2934095590688,344.9961343837275
249.31380726512785,161.4208666315391,507.8579360152053,575.2123042864021,325.00503426302697
164.77018767996114,136.41688040767175,413.97853732086554,575.7890308691124,294.1362757510187
238.93217354494786,111.4774920823716,384.5324344522401,524.8802353651811,327.20598448829065
248.3897235549889,163.2086519582815,421.55311651207535,597.7995767832481,289.93709526376347
180.0599208963189,142.69588500122637,373.83881686330204,402.9780663348285,282.9845165966474
242.25562644832914,174.5787931217702,446.1623716507712,631.5788731640516,345.408610644367
190.5144944171864,153.33841285721428,541.2036554032072,376.20404481113997,348.76054637047736
268.0460831740829,156.84945729532527,416.04603821690574,660.9795293793894,351.99612900673475
186.93449472946355,169.20123021559658,394.20479637316583,374.64056006265656,343.30684908931653
171.49687471284318,158.53989227487548,400.1310918889526,451.63503486718815,332.1993661698674
188.66424096262293,119.38971810215185,339.9933262057604,402.1454942749944,359.61574869114804
197.61458380802165,165.44870285911054,420.9724475120258,368.0594903621181,376.8223659179844
204.1391569771835,138.8255663018014,434.57551789575655,369.5163946660789,389.05899770593953
190.86233288432365,206.50215816248465,426.95795887844866,562.3211955300677,364.3465334224918
187.51371862929355,190.09777377751658,505.8380321701788,818.2774431863783,435.2403569543763
229.2731268251399,139.65389786500486,387.7595377200516,717.2939881045563,379.4462231320769
164.41653244882346,133.49249871684347,340.2571097947282,399.75518401087135,317.36621922413156
239.3236338754863,162.01337322334078,498.62748628204446,729.3997794444341,338.2916148166417
217.84072347078882,195.78609840502955,466.29010568814425,545.7501680735952,425.30758611620456
217.08842999827786,144.65157047763242,433.01313032934166,697.5754849556492,350.1831656096142
205.53975375778376,169.458846670287,473.3093508208741,540.3405352865198,324.8312027154503
240.42542941527304,137.7944384642117,394.2044582782194,620.7552341304322,356.85419584346045
221.23320887019275,118.7535732061296,363.4736248062698,522.9685952400263,267.8216564804495
223.56911143365747,161.8130049958038,453.28916131061493,730.0412144266247,362.4135962347684
187.66687467643766,112.82755344809911,409.6803353796881,404.7309004690883,287.9884847175539
152.49885583326218,137.81654921898956,359.5902294919628,508.00910416269346,266.85581821463774
185.8507452677263,144.45866727316238,430.64333121119694,626.5674457343466,310.05739245984927
238.43824985202187,191.76050012460342,535.6906543789526,728.7630671246533,358.20481299135855
233.0531880664499,161.91152272259663,415.4039588971241,576.0599039066648,371.93921932713323
148.6262952577109,102.92838557431784,361.82579066537966,499.5836368748389,283.9877018403429
224.53879840373085,146.98872773153772,427.6549841705948,439.2570373870169,324.3741403176026
259.1381655534575,181.83891304497243,415.16425235230673,520.2260593964447,372.78867044216315
177.28835939308985,158.03700628216302,434.84202293230715,630.8514398740845,366.4698575144922
241.05352878040648,106.57544549423909,405.030784180691,702.5006086239255,354.45899055275487
167.99674626984415,161.82463440075352,399.2505649487241,575.1685674383955,318.7007105771153
192.1852894041776,145.67553894463933,425.554966083645,582.1925924458573,375.19103475037923
190.14368586973552,172.39903494042946,447.1119009007157,764.9765200207621,293.20316988727797
166.73251856810572,133.50825942812182,469.81789046167086,767.2657085309556,434.6839609793191
197.9944598649559,142.35704980836496,359.8057704117576,628.2875130875393,299.4758021290195
230.1853929103028,157.86671515583552,503.7294952265366,785.6270891592128,319.93940368318493
189.07366937204742,147.29012954588922,366.3881812714342,534.8791568944565,328.38073416189343
161.67790296468021,138.8875994978846,333.709018118378,609.1400866321092,267.267324950334
218.153582602839,127.16610451982564,402.3512403256603,658.0025431037452,340.4842463389616
178.99851319647027,119.5695647779217,382.7087901842113,642.6370224732054,377.67422798061864
193.0893449243223,117.23113465545686,411.7251309249192,577.148783679631,364.5663230404547
202.80023772037265,144.281803985835,493.69940166334965,417.9695868300662,347.9943665090404
242.69812057513525,159.3199927596125,412.81193540206766,772.1715927551114,348.764432995677
226.68172336020268,181.18208469754885,461.34678078388896,607.4183532354426,343.17400965870934
185.92390086573982,96.6453252085446,338.76968184729975,348.1701093520188,280.04985902049674
190.46308867083198,111.34724696143994,440.01549778124786,519.3356231633963,322.45786787309635
209.98028029950913,135.87177342878144,462.2061250504634,751.5638846189171,333.8543788342844
199.20744076693953,98.97953649791488,345.26189614627543,386.5159572817842,370.7287106453495
231.31649562297503,206.93064252610668,420.7048433316524,686.3384219566619,362.8737730662928
193.73651335729147,115.5207334456119,416.67560370288817,478.0196968591462,419.90581339829157
159.05848777474515,142.92271637144339,469.59572657942863,589.152046574844,328.69967145915297
208.58966027671016,171.208794486093,506.45538064281345,763.0596545990339,346.9067082547102
201.54680291697173,166.92398594677334,351.40019264323706,378.0858072081534,331.55128035999013
166.80928853155132,163.50893146278042,477.76614370116624,378.2603998478779,337.25735123577755
217.02544314957603,157.42371813281213,437.57777683149254,556.2631254101831,351.56527067023114
166.05038297647343,138.2261223644875,443.4392332738935,387.84483523642587,329.8905639361533
235.07327039910024,184.27038945861463,510.022085876515,847.2636258308594,362.61160849320527
260.00473713483416,147.00862024013577,458.00465109383754,624.9120337919412,355.1293965477781
202.83547400877717,173.95161132798543,463.20101383571046,743.004603174211,321.1914381395438
213.5245349444055,135.6893294181342,433.92635767359076,692.2187982706314,311.2161748789459
190.38167932965283,152.4637296409271,508.6710533813342,525.9757688692063,434.86910259192956
213.96838338466213,192.98202097627788,523.5224099246514,621.824101990417,413.4622368302836
158.1770035491946,161.49277187441518,431.40632990338173,682.691812094007,288.63315810509226
228.08920123467198,104.30891986357827,453.917817701179,467.69893919975925,298.15709330854554
201.8440614145137,147.55093688110276,429.64264017509896,389.03607949492454,344.99979504286677
158.85754138307354,151.25947543501812,332.73873661518,383.26225760897637,273.99307815286386
189.51511650266784,163.8473969679745,379.4387830757168,553.9035826493595,357.63310716488087
170.59532003791838,157.95757014437456,408.0490297786532,614.7014493978564,270.5616415087839
219.47929842019576,162.10121931516278,392.3333127032502,394.79155141837015,407.7671087775145
247.83348029150739,185.41038912863957,378.42700764376735,393.4779541648995,393.17138045446063
192.70640813787375,122.22255865700491,470.67634732627494,424.77528325403426,341.72315020369524
228.15479139210382,141.2629955101432,416.5744119991752,567.1345201712884,377.4292847732592
216.4470309217338,157.1181559270601,417.42728966131654,677.962016584611,287.3193850690964
180.04624982252682,161.4222605892224,405.14233861352113,648.6520405073684,333.27847843078496
204.084018028687,143.13197756663365,403.927222981984,563.3018210774237,322.4030630533597
225.21944964635313,160.51546915357994,436.1366365709345,575.2872805652925,317.18088126891644
223.94441791411467,165.5168331465789,519.8632338464305,557.975246979439,316.9444527361499
203.36734783294827,133.1336188515204,449.81798832373306,554.6427446463915,345.38079771816047
273.0737343688278,182.43012939401368,518.904814028276,855.9151341856318,438.6558857427137
215.93124717832225,121.67359106173993,409.82923662803455,486.8115441399015,315.1288591700394
260.0593820773291,151.8398320556402,433.86567239965774,503.4634891064605,343.0234018975393
197.32683813987617,129.5647709081048,407.39182578779173,441.63688052089907,363.52683163178455
244.51558795063374,198.7757433016372,390.34850496921365,602.8074125803076,371.2691983303768
210.6620882576856,112.38248859735101,346.39745768547465,524.9446859906649,404.9427072013723
211.73707389977233,120.44350366704845,379.8593437198075,540.6707829536366,364.69087882812113
183.03248253850134,126.7906388959832,436.688076446384,551.9782366394309,340.8998716251774
196.41502434799335,167.17655845949253,466.40280880046737,451.318115723185,397.9944716837481
174.88486473268233,102.59339310158583,328.7233888646744,330.83263834211937,343.179416713445
191.50500948813584,135.97323482955645,413.15310835011553,624.6336920941411,368.55424897805244
273.72739923012074,95.13547625972211,333.63115340892153,363.16938357010054,440.0963096271487
223.94149251222154,192.15250484388395,516.7625188509669,657.2146435987152,348.9738257613244
185.2746172742752,140.64961720263008,401.92875948570764,422.80393437738877,309.2771232567991
233.41864680961123,146.52124033146453,441.3411781343246,500.23912774852187,332.55489736253037
216.48393871348455,149.34654813943217,414.2893381624424,564.4776892571126,349.17711272335697
191.85385645382118,108.43343768961248,427.81453541069783,350.39398560173953,290.7174472805891
228.5450005838494,134.50892401913595,395.4421899842114,481.2243923145085,388.09111923017593
250.26786299193324,172.23396939902713,379.99732428464625,727.5615687703419,388.03030959183394
173.8428460903435,164.40196922084203,476.2663846009619,765.9686019873825,377.6886932958861
204.235221677751,134.6819182142907,395.0206140170535,693.8480399848847,352.00035030679834
209.62973291763365,201.61213318676775,443.5815126724669,580.5798861870252,322.10145079694973
195.80502557411742,141.48574165441684,502.7829508342591,481.1683821268261,366.77419913486864
203.47843558002822,159.5936019542568,388.029848703609,372.24519050216895,276.5671143224569
171.5173147082723,176.21464600679408,422.88038428799723,758.0183431732881,286.03685320470163
159.13387082632704,104.18755035442952,443.9950332307592,330.9280443368955,285.1603071884776
185.92634838770445,141.86101386699403,397.84234597085526,360.08055544459427,396.62926808785255
261.05437019938506,97.98891777422126,388.028074717561,478.40430871637494,376.2538235016642
224.7769497558011,175.07244410073804,443.09893399033865,567.340269146569,369.8534896001569
202.19478279225459,114.81159078867137,371.8706814589824,397.71729220825887,287.51383533929373
229.92922344510583,163.58412018614504,445.9995459144379,724.4430359844747,374.65529679607454
189.20776686290634,114.51747922918706,338.0576477163763,330.58605671103925,288.4127213329971
232.31590442301757,142.14096621192235,461.0638862845875,821.8414151838102,395.43354043968696
203.92787875433413,156.3480934950413,466.45008877489744,710.5462076230119,351.68220653092544
218.04394786162274,140.0296388768884,514.2214308672699,532.0852946587926,413.59782521943055
252.34589188454882,152.01532006766948,504.49542245793606,869.6521042274605,338.2181142207173
232.1361338501491,143.61166725148655,494.8735169347665,642.0105340245336,381.71419815398605
204.92123145070153,171.68899888695444,424.7404642677241,540.1591084355998,417.38951075793824
201.45177231156237,187.14183383332082,523.8492424311049,578.8915642117644,347.24773901061184
243.56403852059822,160.4064151727093,531.7482560693496,629.5382756416687,379.18343158753135
199.52442532664065,164.3294204253376,454.69357652583705,468.67730407271097,350.0462902831117
190.919825944373,200.77152213542067,403.2796009244079,498.6984812392483,328.72603573095023
205.57454039525388,161.3349346558222,422.6515272928641,648.330795266015,271.057014694073
211.7506285286214,151.1635846193081,451.1493191787996,449.0515311803076,402.08685854773864
261.96651303197,117.09805972027887,533.8208929528628,664.9872699068181,381.4699210734401
214.7500025239318,120.56166525516998,426.34721740719635,506.6773794950172,354.55053181251475
186.77290931724838,164.28417280908053,387.34066799964427,381.44173809630263,305.7882875121673
195.5510772006966,162.24746257141462,444.96556614099933,528.0166728008593,318.8717007589318
226.21185581987407,151.400859958771,400.98479095729635,701.4716260791614,355.57714606561825
185.15209960329844,176.5813702994363,389.78039238838977,427.2790538776447,360.5825663510936
197.17112804963514,113.70885634446994,407.02896794360186,482.81071184148203,313.6911281287425
207.57396936801626,178.99775095165464,452.61974347442583,781.4343041333922,278.0963542627637
239.70686603424403,164.84881535310805,470.4173532777416,636.1107930990612,385.0724177667511
206.09295395119008,178.1712785734414,385.8153631980811,405.4540206501076,364.72474418097755
199.1092174124369,138.44890408017568,417.8671551199866,503.63272871659575,335.1773400726548
192.68059541780787,206.9115356891392,437.20817279128397,561.2851528696626,421.36434173287114
225.69314553526806,138.91785135932668,398.01735251268764,727.8512671664073,382.3335715341347
198.36598819795054,157.1543700881248,455.16685736060685,573.2844973102792,301.2508161081504
200.16696976607972,149.58331606606356,435.7728316832719,662.1743681031564,348.02531667071355
204.93590130931446,159.29870229414126,407.531146798517,577.5793641029317,389.93625246894396
188.63108787152296,183.26732632340955,442.3220368985498,591.0955130345504,340.9223029254985
206.8155146260785,138.19358075773215,429.48910674934245,494.7514466106298,331.46443630889183
180.001769787837,148.23899043803684,407.4364134922272,680.7314029522852,307.6821677522466
206.2017280048441,164.31732135613714,473.1007158408973,679.2300996656973,318.3424832688047
256.07482943752564,121.34222189349417,403.0868217841531,637.2309419760686,391.2459878301251
192.11496142115828,115.64761053745906,371.71722401695075,591.3412345534865,282.877464600268
189.2847943995099,113.38994424725458,360.71323768050127,348.99927323774585,351.11294571962645
208.26371632814957,135.6659060792204,330.27721972888503,469.08009911267146,347.877801299599
216.64930056685438,161.04627082314923,429.9964677726874,542.8368187038575,375.5290207029813
258.19257658552146,159.43296607014275,503.8644863893783,711.4134416718875,384.34960757031416
186.22201769015655,150.59827140181272,373.8369391941564,466.5121685916519,315.3578686015129
180.41194703058582,108.78416056399247,443.08085346000024,328.94921518690523,325.4218975112761
210.47962327566137,171.30555226443087,522.5222350905487,441.0299454231122,347.35395377238035
254.5433552997505,110.79970538506872,443.71085580766953,553.6994295623437,369.83107650348944
220.0661410572034,129.41147240059476,415.54931234125064,513.2204608783703,354.7082505909884
227.2519485776997,161.4436864383479,482.30560120567543,643.0674797030942,351.13596013247053
